Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
3970,Overalls,72,23-07-2023,2.5,Credit Card
4039,Skirt,127,08-06-2023,2.7,Credit Card
4067,Poncho,160,10-12-2022,4.9,Credit Card
4061,Shorts,133,18-02-2023,2.9,Cash
4027,Boots,,23-03-2023,4.9,Credit Card
3988,Jeans,,19-12-2022,1.8,Cash
4089,Overalls,66,13-07-2023,4.6,Cash
4076,Hat,68,16-02-2023,2.2,Credit Card
4083,Sneakers,115,27-11-2022,3.9,Credit Card
4049,Jeans,142,17-01-2023,3.3,Cash
4089,Onesie,189,05-04-2023,,Credit Card
3968,Wallet,73,19-04-2023,2.2,Cash
4014,Flannel Shirt,112,10-08-2023,,Credit Card
3969,Bowtie,97,17-02-2023,2.7,Credit Card
4028,Raincoat,,28-06-2023,1.2,Cash
4064,Sandals,131,08-10-2022,3.7,Cash
4093,Shorts,65,03-03-2023,2.6,Cash
4071,Sun Hat,78,13-03-2023,4.7,Cash
4037,Hoodie,,23-10-2022,4,Credit Card
3958,Raincoat,58,27-05-2023,3.1,Credit Card
4057,Belt,61,14-01-2023,1.3,Credit Card
4006,Scarf,71,01-04-2023,3.6,Cash
4042,Pants,62,13-04-2023,4.6,Credit Card
3977,Vest,73,20-09-2023,4.3,Credit Card
4103,Trench Coat,101,10-06-2023,1.8,Cash
3963,Belt,,04-03-2023,4.9,Credit Card
4014,Trench Coat,,19-06-2023,3.2,Credit Card
4065,Trousers,183,09-10-2022,3,Cash
3976,Sweater,136,22-07-2023,3.4,Credit Card
4020,Bowtie,148,15-03-2023,2.7,Cash
4007,Sneakers,133,14-06-2023,4.5,Credit Card
3999,Swimsuit,90,25-08-2023,4.5,Credit Card
4041,Skirt,157,25-08-2023,1.7,Credit Card
4036,Sweater,135,24-01-2023,2.3,Cash
3973,Backpack,,22-07-2023,,Credit Card
4117,Pajamas,140,07-02-2023,4,Credit Card
4117,Camisole,66,13-09-2023,1.1,Credit Card
3981,Belt,42,11-10-2022,3.4,Credit Card
3964,Socks,,23-03-2023,2.7,Credit Card
4079,Cardigan,132,28-07-2023,5,Cash
4067,Socks,18,19-08-2023,3.8,Credit Card
3963,Vest,110,09-07-2023,4.8,Cash
4108,Hat,54,25-10-2022,2.6,Credit Card
4117,Loafers,40,12-12-2022,1.6,Cash
4042,Sneakers,127,03-09-2023,2.5,Cash
4021,Flannel Shirt,12,11-05-2023,,Credit Card
4020,Loafers,,02-10-2022,1.3,Credit Card
3984,Kimono,158,27-12-2022,1.7,Credit Card
4078,Flannel Shirt,,13-08-2023,2.3,Credit Card
4018,Belt,76,07-02-2023,5,Cash
4044,Skirt,,17-02-2023,3.6,Cash
3970,Umbrella,78,16-12-2022,,Cash
4042,Sweater,166,31-08-2023,5,Cash
4090,Backpack,57,24-10-2022,3.7,Credit Card
4017,Boots,63,29-01-2023,1.6,Cash
3975,Shorts,105,17-11-2022,,Credit Card
4110,Gloves,112,01-04-2023,4.7,Credit Card
4115,Shorts,56,30-06-2023,,Credit Card
4069,Sweater,157,05-08-2023,2.3,Cash
3981,Dress,35,12-12-2022,2.8,Credit Card
4117,Sunglasses,70,21-03-2023,1.2,Cash
4071,Sneakers,107,25-06-2023,4.1,Cash
4105,Boots,,22-02-2023,2.7,Cash
3988,Jacket,199,10-08-2023,2.2,Credit Card
3978,Polo Shirt,,10-10-2022,1.1,Cash
3972,Skirt,55,29-05-2023,4.6,Credit Card
3965,Sneakers,44,07-01-2023,,Credit Card
4053,Gloves,171,10-03-2023,1.1,Credit Card
4037,Flip-Flops,194,19-12-2022,3.9,Cash
3973,Tank Top,134,22-10-2022,3.2,Cash
3989,Romper,153,26-01-2023,3.4,Credit Card
3972,Vest,22,20-11-2022,3,Credit Card
4070,Vest,186,17-07-2023,1.5,Cash
3971,Vest,,15-05-2023,2.4,Credit Card
4034,Skirt,75,07-09-2023,3,Credit Card
4113,Gloves,171,25-05-2023,3.6,Cash
4117,Camisole,,31-05-2023,2.8,Credit Card
4067,Tank Top,76,25-02-2023,2.8,Credit Card
3973,Sneakers,153,01-07-2023,4.7,Cash
3983,Kimono,75,13-05-2023,2.8,Credit Card
3971,Scarf,115,25-05-2023,1.7,Credit Card
4100,Coat,,05-04-2023,2.6,Cash
3970,Scarf,165,10-08-2023,1.8,Credit Card
4032,Raincoat,,07-04-2023,3.6,Credit Card
4054,Handbag,176,29-11-2022,,Credit Card
4059,Cardigan,82,03-09-2023,2.1,Cash
3981,Romper,182,09-03-2023,4.9,Cash
4115,Loafers,198,05-11-2022,,Cash
4062,Cardigan,30,21-06-2023,4.9,Cash
4016,Camisole,83,07-05-2023,3.1,Credit Card
4110,T-shirt,47,15-02-2023,1.6,Cash
4116,Skirt,173,18-09-2023,4.7,Credit Card
3959,Hat,96,26-06-2023,3.9,Credit Card
4073,Trench Coat,166,22-12-2022,4.3,Credit Card
4055,Tank Top,28,13-01-2023,3.3,Cash
4075,Flip-Flops,,03-10-2022,4,Cash
4066,Onesie,90,15-06-2023,3.1,Cash
4115,Poncho,84,26-06-2023,1,Credit Card
4115,Blazer,164,07-12-2022,3.7,Credit Card
3982,Tank Top,79,08-08-2023,2.5,Credit Card
4043,Boots,102,14-03-2023,4.5,Cash
3963,Coat,143,26-08-2023,4.5,Cash
4073,Leggings,115,25-06-2023,2.6,Credit Card
4089,Umbrella,,22-04-2023,2.3,Cash
4041,Jacket,42,23-09-2023,1.2,Cash
4107,Coat,179,22-06-2023,1.7,Credit Card
4006,Hat,200,20-02-2023,1.7,Credit Card
3984,Trousers,30,25-11-2022,4.4,Cash
3983,Overalls,111,21-07-2023,1.7,Cash
3960,Pants,,05-05-2023,2.8,Cash
4109,T-shirt,,22-12-2022,1.6,Cash
3974,Wallet,150,04-02-2023,3.4,Credit Card
4108,Onesie,,29-08-2023,2,Cash
4006,Belt,144,22-01-2023,3.7,Credit Card
4103,Trousers,31,27-12-2022,4.4,Credit Card
3989,Jeans,,09-05-2023,4.3,Credit Card
4120,Hat,31,17-10-2022,4.8,Credit Card
4087,Sandals,109,27-08-2023,4.6,Credit Card
4022,Jacket,73,04-04-2023,1.4,Cash
4047,Coat,123,09-07-2023,2,Credit Card
4064,Umbrella,43,12-04-2023,4.7,Credit Card
4080,Tunic,53,16-08-2023,4,Cash
4115,T-shirt,,22-02-2023,4.7,Cash
4070,Loafers,93,25-12-2022,4.8,Cash
4004,Raincoat,129,25-05-2023,4.9,Cash
4019,Onesie,148,05-05-2023,4.8,Cash
3992,Slippers,150,05-06-2023,3.8,Cash
3968,T-shirt,188,28-02-2023,3.4,Cash
3972,Kimono,161,23-06-2023,1.4,Cash
3989,Boots,171,17-01-2023,4.8,Credit Card
4036,Onesie,154,21-11-2022,3.8,Credit Card
4106,Shorts,173,17-05-2023,1.1,Cash
4068,Dress,89,08-01-2023,3.1,Cash
4088,Jeans,133,25-09-2023,4.8,Credit Card
4048,Sunglasses,32,03-10-2022,1.1,Credit Card
4036,Umbrella,103,16-04-2023,3,Cash
4106,Cardigan,49,26-04-2023,4.3,Cash
4095,Gloves,10,03-01-2023,1.8,Cash
3994,Flannel Shirt,44,31-07-2023,1.5,Cash
3994,Trench Coat,130,19-01-2023,3,Credit Card
4077,Coat,186,03-09-2023,4.7,Credit Card
4036,Tunic,132,26-08-2023,2.9,Cash
4111,Pants,120,15-09-2023,1.2,Credit Card
4044,Jumpsuit,162,15-11-2022,3.8,Credit Card
4031,Skirt,11,10-04-2023,2.1,Credit Card
4051,Skirt,58,18-11-2022,,Cash
3959,Blazer,153,30-06-2023,1.8,Cash
4089,Poncho,73,17-11-2022,2.3,Credit Card
4107,Trousers,,29-05-2023,2.3,Credit Card
3994,Bowtie,109,05-07-2023,1.4,Cash
3971,Kimono,66,15-06-2023,2.5,Cash
4017,Poncho,118,17-12-2022,4.3,Credit Card
4086,Raincoat,142,01-03-2023,4.4,Credit Card
4100,Polo Shirt,166,16-12-2022,2,Cash
3970,Sandals,185,15-04-2023,4.4,Credit Card
4065,Wallet,176,05-04-2023,,Cash
4045,Kimono,78,25-03-2023,2.1,Credit Card
4007,Sandals,27,17-07-2023,3.8,Credit Card
4008,Swimsuit,,10-03-2023,1.4,Cash
4120,Overalls,173,02-05-2023,4.2,Credit Card
4008,T-shirt,125,16-08-2023,,Cash
3974,Raincoat,169,09-07-2023,2.8,Cash
4044,Blazer,92,01-08-2023,4.8,Cash
4005,Romper,,13-10-2022,3.4,Cash
4078,Trousers,,05-05-2023,1.2,Cash
4076,Flannel Shirt,57,19-12-2022,1.5,Credit Card
4110,Jumpsuit,82,30-01-2023,2.1,Credit Card
4041,Wallet,193,09-12-2022,4.4,Credit Card
4105,Loafers,12,25-05-2023,4.4,Credit Card
4101,Onesie,48,14-12-2022,1.7,Cash
4042,Shorts,,22-01-2023,2.3,Cash
4114,Sneakers,117,01-09-2023,4.2,Cash
4033,Umbrella,137,01-06-2023,1.2,Cash
4064,Flannel Shirt,128,01-12-2022,4.1,Credit Card
4041,Camisole,18,20-05-2023,4.2,Credit Card
3998,Handbag,47,17-08-2023,2.8,Credit Card
3983,Jeans,,16-06-2023,1.7,Credit Card
4073,Pants,28,25-07-2023,2.4,Credit Card
3967,Tie,56,15-10-2022,4,Credit Card
4083,Gloves,,18-12-2022,3.2,Credit Card
4013,Wallet,107,28-12-2022,3.4,Cash
3957,Pants,41,26-01-2023,4.2,Credit Card
4120,Raincoat,192,31-05-2023,3.9,Credit Card
4014,Kimono,123,14-09-2023,1.7,Cash
4015,Jeans,18,22-07-2023,4.8,Cash
4076,Boots,,30-10-2022,4.9,Credit Card
4116,Sunglasses,34,20-10-2022,2.7,Credit Card
4011,Poncho,63,29-09-2023,1.5,Credit Card
4018,Tank Top,184,09-05-2023,4.5,Credit Card
4080,Belt,92,12-03-2023,,Credit Card
4041,Swimsuit,,18-02-2023,2.5,Credit Card
4053,Scarf,200,06-07-2023,3.6,Credit Card
4009,Poncho,143,19-08-2023,4.8,Cash
4059,Hoodie,,24-08-2023,4.5,Credit Card
4004,Socks,86,19-05-2023,4.3,Cash
3958,Pajamas,,30-10-2022,4.5,Cash
4049,Handbag,180,10-09-2023,,Cash
3959,Skirt,38,11-07-2023,,Credit Card
3975,Sneakers,121,22-02-2023,1.1,Credit Card
4048,Handbag,52,28-05-2023,3.5,Credit Card
3964,Umbrella,159,18-05-2023,1.7,Credit Card
4099,Polo Shirt,,26-07-2023,2.2,Credit Card
3986,Bowtie,12,16-03-2023,3.1,Credit Card
3993,Flannel Shirt,158,27-09-2023,3.3,Cash
4031,Hat,131,11-02-2023,3,Credit Card
4069,Sandals,49,07-11-2022,4.4,Cash
4006,Umbrella,32,19-08-2023,1.9,Credit Card
4118,Raincoat,137,17-05-2023,3.5,Credit Card
4106,Trousers,,05-05-2023,4.8,Credit Card
4049,Vest,170,13-06-2023,1.6,Cash
3968,Slippers,,11-03-2023,,Credit Card
3964,Tie,49,11-03-2023,3.1,Credit Card
4007,Sneakers,37,13-01-2023,1.7,Credit Card
4007,Blazer,,01-08-2023,1.8,Cash
4029,Socks,152,27-06-2023,3.1,Credit Card
4001,Dress,98,10-11-2022,1.7,Cash
4013,Slippers,122,07-07-2023,4.3,Cash
4024,Flannel Shirt,15,05-07-2023,1.8,Credit Card
4001,Tank Top,101,17-08-2023,,Cash
4043,Trousers,74,17-09-2023,1.6,Credit Card
4098,Flip-Flops,134,22-10-2022,1,Cash
4019,Shorts,153,21-05-2023,1.4,Cash
4002,Belt,188,17-01-2023,1,Credit Card
4007,Overalls,155,26-05-2023,,Cash
3962,Sunglasses,,22-06-2023,2,Cash
4002,Raincoat,197,04-11-2022,3.9,Cash
4024,Cardigan,163,31-03-2023,1.1,Cash
3982,Shorts,151,27-07-2023,2.9,Credit Card
3962,T-shirt,,04-11-2022,1.3,Credit Card
3992,Kimono,125,15-03-2023,4.1,Credit Card
4054,Umbrella,77,11-06-2023,2.9,Credit Card
3985,Pants,126,06-08-2023,4,Cash
4043,Overalls,,31-10-2022,3.5,Credit Card
4010,Umbrella,107,14-07-2023,2.5,Credit Card
4035,Pants,14,26-07-2023,4.8,Cash
4073,Flannel Shirt,103,05-03-2023,3.5,Credit Card
4018,Cardigan,71,09-04-2023,4.1,Credit Card
4051,Flip-Flops,26,20-06-2023,2.8,Credit Card
4052,Sun Hat,147,09-08-2023,3.2,Cash
4000,Wallet,58,01-10-2023,2.6,Credit Card
4091,Coat,137,19-08-2023,1.7,Credit Card
4116,Blazer,49,19-04-2023,1.5,Credit Card
4068,Kimono,92,26-12-2022,1.3,Cash
3973,Cardigan,92,27-04-2023,1.8,Credit Card
3987,Jacket,,10-07-2023,3.9,Cash
3993,Cardigan,27,17-01-2023,3.6,Cash
3990,T-shirt,,17-06-2023,4.8,Cash
4005,Overalls,55,13-02-2023,2.3,Credit Card
4006,Dress,61,10-07-2023,3.3,Cash
4093,Scarf,,21-06-2023,3.5,Credit Card
4053,Cardigan,,16-05-2023,4.5,Credit Card
4052,Slippers,,30-04-2023,3.9,Credit Card
4038,Shorts,109,15-01-2023,3.6,Cash
4110,Sweater,144,27-06-2023,3.6,Credit Card
4066,Kimono,161,13-10-2022,3.2,Credit Card
4119,Blazer,103,20-12-2022,1.7,Cash
4019,T-shirt,193,10-10-2022,3.8,Credit Card
3968,Belt,,17-09-2023,3.3,Cash
4114,Raincoat,63,04-06-2023,1.8,Credit Card
4107,Wallet,30,24-04-2023,2.2,Cash
4005,T-shirt,173,11-11-2022,3,Cash
4094,Sweater,,18-12-2022,3.9,Cash
4032,Sandals,116,31-01-2023,1.9,Credit Card
3995,Blouse,191,01-08-2023,2.2,Cash
4040,Raincoat,,24-04-2023,3.3,Cash
4020,Cardigan,145,15-09-2023,2,Cash
3970,Trench Coat,,26-11-2022,4.1,Cash
4118,Wallet,,02-01-2023,3.9,Cash
4028,Jumpsuit,65,29-11-2022,2.8,Cash
3989,Sun Hat,34,21-08-2023,4.4,Cash
4087,Pants,,08-09-2023,1.7,Cash
4106,Hoodie,108,06-08-2023,1.3,Cash
4082,Romper,,16-10-2022,,Credit Card
4010,Sneakers,73,21-08-2023,4.6,Credit Card
3977,Pants,55,21-03-2023,3.1,Credit Card
4077,Camisole,152,16-11-2022,1.5,Credit Card
4114,Socks,37,09-07-2023,4.6,Credit Card
3973,Belt,157,08-07-2023,3.3,Cash
3999,Slippers,127,22-11-2022,4.7,Credit Card
4087,Hoodie,119,20-12-2022,1.6,Credit Card
4056,Cardigan,52,19-07-2023,4,Credit Card
4122,Gloves,150,29-08-2023,,Credit Card
4087,Dress,96,05-07-2023,2.6,Credit Card
4052,Onesie,146,26-06-2023,4.5,Credit Card
4084,Raincoat,123,27-08-2023,1.7,Cash
4089,Boots,90,18-04-2023,2.1,Cash
4075,Umbrella,93,02-09-2023,3.4,Credit Card
4002,Handbag,115,21-11-2022,4.5,Credit Card
4039,Pajamas,120,20-06-2023,3,Cash
4052,Belt,92,09-12-2022,2.4,Credit Card
4091,Vest,154,15-10-2022,4,Credit Card
4080,Skirt,106,30-08-2023,2.5,Cash
4083,Sandals,200,09-06-2023,1.7,Credit Card
4078,Blazer,125,05-10-2022,2.6,Cash
4025,Loafers,111,25-04-2023,,Cash
4105,Blazer,,18-04-2023,4,Cash
4059,Hat,,03-08-2023,4.1,Credit Card
4120,Sunglasses,14,20-10-2022,2.1,Cash
4106,Belt,87,01-12-2022,4.7,Credit Card
3966,Umbrella,,26-10-2022,4.3,Cash
4010,Leggings,64,22-05-2023,3.3,Credit Card
4013,Slippers,15,29-07-2023,1.3,Cash
4008,Blouse,186,08-12-2022,1.7,Cash
4072,Umbrella,151,22-01-2023,3.9,Credit Card
4017,Jumpsuit,156,05-06-2023,4.5,Credit Card
4058,Socks,49,16-12-2022,,Cash
4012,Sandals,,30-07-2023,3.3,Cash
4035,Blouse,49,13-07-2023,3.9,Credit Card
4065,Tie,,14-12-2022,2.4,Credit Card
4053,Sun Hat,159,18-04-2023,,Cash
4103,Socks,75,12-07-2023,2.9,Credit Card
3997,Blazer,33,08-08-2023,3.9,Credit Card
4052,Blazer,155,28-01-2023,3.4,Credit Card
4022,Hoodie,197,24-01-2023,1,Credit Card
4097,Blazer,,19-02-2023,2.9,Cash
3978,Sunglasses,133,28-09-2023,3.4,Credit Card
3991,Handbag,,20-06-2023,,Credit Card
3978,Overalls,186,06-09-2023,1.6,Cash
4032,Polo Shirt,34,13-05-2023,,Credit Card
4070,Hat,86,05-09-2023,1.6,Credit Card
4089,Pajamas,,06-03-2023,1.5,Cash
4047,Belt,107,09-08-2023,3.8,Cash
4015,Skirt,,22-05-2023,2.9,Credit Card
4106,Blouse,,25-10-2022,1.2,Cash
3967,Flannel Shirt,99,03-02-2023,4,Cash
4076,Bowtie,121,12-03-2023,,Credit Card
4088,Tank Top,40,24-10-2022,2.6,Credit Card
4116,Leggings,68,05-05-2023,1.7,Credit Card
4043,Trench Coat,164,10-06-2023,3.9,Cash
4066,Umbrella,172,18-03-2023,3.9,Credit Card
4072,Romper,107,25-05-2023,4.7,Credit Card
4076,Raincoat,,20-06-2023,4.7,Credit Card
4067,Overalls,91,12-08-2023,3.5,Cash
4061,Raincoat,48,01-05-2023,1.1,Cash
4051,Belt,188,24-06-2023,2.7,Cash
4084,Overalls,22,25-01-2023,3.1,Credit Card
4038,Tie,110,07-01-2023,2.8,Credit Card
4026,Tie,162,24-03-2023,4.2,Credit Card
4054,Overalls,33,01-04-2023,1.4,Credit Card
3963,Jeans,84,20-09-2023,2.1,Credit Card
4002,Sun Hat,47,18-05-2023,2.1,Credit Card
4070,Jeans,,08-10-2022,3.7,Cash
4016,Jumpsuit,,08-06-2023,1.6,Credit Card
4024,Tie,22,16-05-2023,1,Credit Card
4122,Hoodie,77,30-01-2023,4.9,Credit Card
3976,Tunic,,22-11-2022,2.1,Credit Card
4048,Blouse,188,28-12-2022,4.4,Credit Card
3978,Flip-Flops,,03-09-2023,3.8,Credit Card
4032,Blazer,,21-01-2023,4.9,Cash
4085,Boots,134,22-11-2022,4.4,Credit Card
4088,Slippers,156,16-03-2023,,Cash
4096,Trench Coat,,19-03-2023,3.6,Credit Card
4121,Swimsuit,198,25-03-2023,1.9,Credit Card
3977,Blouse,72,21-08-2023,3.4,Credit Card
4027,Flip-Flops,,23-10-2022,3.8,Cash
4015,Polo Shirt,92,15-09-2023,1.1,Cash
3982,Sunglasses,157,13-03-2023,,Credit Card
3987,Cardigan,,15-05-2023,1.5,Cash
3975,Sweater,118,13-09-2023,2.7,Cash
4049,Tunic,58,18-10-2022,2.3,Cash
3966,Vest,162,03-04-2023,2.2,Cash
4096,Blouse,88,06-12-2022,1.8,Credit Card
4008,Vest,,27-08-2023,,Cash
4042,Wallet,123,18-11-2022,4.6,Cash
4007,T-shirt,122,27-06-2023,1.1,Cash
4041,Overalls,,03-06-2023,4.7,Credit Card
4021,Tunic,61,14-08-2023,2.4,Cash
4034,Flannel Shirt,49,06-08-2023,1.9,Credit Card
4027,Overalls,31,12-09-2023,1.2,Credit Card
4005,Sweater,,23-01-2023,1.2,Cash
4111,Hoodie,,23-06-2023,4.9,Cash
3992,Sweater,47,19-02-2023,4.4,Credit Card
4096,Sneakers,83,30-09-2023,,Cash
4023,Backpack,,22-02-2023,1.5,Cash
3959,Skirt,38,13-02-2023,3.6,Credit Card
4033,Trousers,130,24-10-2022,2.4,Credit Card
4029,Loafers,,10-03-2023,4.5,Credit Card
4045,Skirt,147,08-04-2023,3.7,Cash
4060,Cardigan,149,19-06-2023,1.9,Credit Card
4060,Sunglasses,76,04-07-2023,2.1,Credit Card
4105,Onesie,169,17-01-2023,1.5,Cash
3960,Tank Top,46,24-11-2022,4.6,Cash
4077,Trousers,181,10-11-2022,3,Credit Card
4088,Sweater,,10-03-2023,3.6,Cash
3995,Shorts,179,03-11-2022,4.6,Cash
4058,Poncho,75,08-03-2023,1.3,Credit Card
4015,Slippers,,06-06-2023,3.7,Cash
4015,Umbrella,188,28-10-2022,2.5,Credit Card
4010,Trench Coat,23,31-08-2023,1.7,Cash
4078,Poncho,12,26-09-2023,2.9,Cash
4016,Romper,,23-11-2022,4.3,Credit Card
4089,Sweater,179,19-12-2022,2.7,Cash
4107,Tank Top,178,26-01-2023,3.2,Cash
4098,Scarf,37,29-08-2023,4.2,Credit Card
4076,Flannel Shirt,,16-03-2023,1.2,Credit Card
4075,Pants,176,27-10-2022,,Cash
4044,Sun Hat,107,11-01-2023,4.2,Credit Card
3978,Poncho,191,25-04-2023,1.4,Credit Card
4037,Kimono,,03-07-2023,4.1,Cash
4005,Blouse,162,17-05-2023,,Credit Card
4066,Gloves,57,29-11-2022,3.1,Cash
4063,Umbrella,,17-03-2023,3.1,Cash
4010,Handbag,153,19-08-2023,3.7,Credit Card
4069,Pants,15,21-04-2023,1.6,Cash
4072,Blazer,,02-07-2023,,Cash
4099,Handbag,88,06-08-2023,4.9,Cash
3964,Blazer,110,09-11-2022,2.9,Cash
4052,Camisole,14,21-10-2022,1.2,Cash
3992,T-shirt,100,27-07-2023,2,Credit Card
4104,Kimono,87,25-08-2023,1.9,Credit Card
3989,Flip-Flops,138,14-05-2023,,Cash
4035,Tank Top,25,20-05-2023,,Credit Card
3959,Socks,109,14-08-2023,2.4,Cash
4084,Shorts,17,18-05-2023,2.1,Cash
4047,Jacket,81,04-07-2023,4.2,Cash
4043,T-shirt,97,29-10-2022,3.8,Cash
4014,Pants,178,13-12-2022,,Cash
4064,Loafers,,28-01-2023,1.7,Cash
4065,Shorts,143,25-08-2023,3.1,Cash
4060,Flannel Shirt,166,05-03-2023,2.7,Credit Card
4094,Skirt,185,19-08-2023,2,Credit Card
4033,Boots,71,15-02-2023,,Credit Card
4040,Scarf,119,02-04-2023,1,Credit Card
4107,Skirt,164,08-05-2023,3.7,Cash
3962,Onesie,148,21-06-2023,1.8,Credit Card
4102,Jeans,,28-02-2023,4.3,Credit Card
3965,Trench Coat,158,13-02-2023,2.8,Cash
3992,Bowtie,61,30-04-2023,2.7,Credit Card
3996,Vest,89,01-06-2023,4.3,Cash
4041,Sweater,144,23-07-2023,,Cash
4102,Shorts,120,01-03-2023,3.1,Cash
4118,Blazer,47,14-10-2022,3.8,Credit Card
4111,Vest,154,28-01-2023,1.1,Credit Card
4112,Onesie,91,06-05-2023,2.6,Credit Card
4103,Hat,,08-05-2023,2.2,Cash
4057,Boots,194,03-03-2023,3.4,Cash
4054,Polo Shirt,,13-10-2022,4.2,Credit Card
4009,Sandals,47,04-11-2022,,Cash
4057,Flip-Flops,91,11-05-2023,3.7,Credit Card
3973,Umbrella,115,21-01-2023,2,Cash
4093,Bowtie,87,09-12-2022,,Cash
4055,Wallet,173,11-08-2023,3.3,Cash
4005,Flip-Flops,80,14-03-2023,4.8,Credit Card
4078,Shorts,,04-06-2023,,Credit Card
3984,Belt,,21-01-2023,4,Credit Card
4041,Pants,,14-06-2023,3.5,Credit Card
4102,Handbag,,18-06-2023,1,Cash
4072,Jeans,167,05-09-2023,5,Cash
4120,Hat,155,16-01-2023,,Cash
4034,Pants,162,01-12-2022,1.2,Cash
3980,Poncho,185,01-04-2023,3,Credit Card
4000,Wallet,,27-07-2023,2.2,Cash
3983,Boots,,14-06-2023,4.3,Cash
4098,Coat,44,07-04-2023,2.6,Credit Card
4002,Trench Coat,164,21-05-2023,5,Credit Card
3965,Poncho,176,28-09-2023,3.6,Cash
4111,Tank Top,109,23-12-2022,3.4,Cash
4082,Polo Shirt,45,05-08-2023,4.3,Cash
3963,Socks,,27-09-2023,3.2,Credit Card
4004,Onesie,114,09-09-2023,2.6,Credit Card
4007,Onesie,13,16-12-2022,1.4,Credit Card
3974,Cardigan,115,06-09-2023,2.1,Cash
4055,Cardigan,181,14-05-2023,,Credit Card
4029,Wallet,62,29-01-2023,2.1,Credit Card
4009,Skirt,,24-11-2022,1.7,Credit Card
4016,Slippers,122,19-06-2023,1.7,Cash
4031,Kimono,135,21-04-2023,4.9,Credit Card
4091,Swimsuit,127,15-07-2023,3.4,Credit Card
3974,Wallet,119,16-01-2023,4.6,Cash
4073,Sneakers,20,30-09-2023,2.8,Credit Card
3971,Vest,107,21-10-2022,,Cash
4051,Pajamas,110,10-12-2022,4.6,Credit Card
4089,Tank Top,200,18-07-2023,2.7,Cash
3959,Skirt,147,16-11-2022,3.6,Cash
4000,Overalls,190,20-03-2023,,Credit Card
4040,Tie,143,15-07-2023,3.1,Credit Card
4062,Belt,,08-04-2023,3.2,Cash
4057,Pants,20,28-09-2023,1.4,Cash
3997,Jeans,72,05-09-2023,,Credit Card
3985,Cardigan,111,06-03-2023,3.7,Cash
3990,Overalls,20,26-08-2023,,Cash
4094,Shorts,142,24-12-2022,3.5,Cash
4064,Sunglasses,22,26-01-2023,,Credit Card
4079,Pajamas,,26-01-2023,4.7,Cash
3974,T-shirt,87,30-12-2022,4.2,Credit Card
4056,Slippers,83,04-03-2023,3.7,Credit Card
4009,Blazer,118,17-11-2022,3.3,Credit Card
3990,Dress,23,12-04-2023,4.5,Credit Card
4009,Backpack,46,10-04-2023,2.8,Credit Card
4036,Backpack,175,06-11-2022,1.4,Credit Card
4067,Wallet,194,10-07-2023,4.9,Cash
4078,Flip-Flops,56,28-03-2023,3.2,Cash
3997,Bowtie,188,18-08-2023,4.9,Credit Card
4111,Dress,110,09-02-2023,3,Cash
4104,Raincoat,125,04-07-2023,4.4,Credit Card
4036,Blouse,,05-02-2023,4.7,Credit Card
4107,Overalls,192,27-07-2023,2.2,Credit Card
4008,Camisole,126,11-05-2023,4,Credit Card
4085,Overalls,,19-04-2023,4.5,Credit Card
4074,Sneakers,176,14-10-2022,3.1,Cash
4027,T-shirt,51,28-05-2023,3.3,Credit Card
4008,Coat,41,16-01-2023,3,Cash
3958,Raincoat,,04-03-2023,1,Cash
3993,Trench Coat,172,28-02-2023,4.2,Credit Card
4071,Trench Coat,144,16-04-2023,1.2,Credit Card
3973,Scarf,196,31-05-2023,2.9,Cash
4059,Raincoat,140,30-09-2023,,Credit Card
4111,Romper,50,09-02-2023,4.4,Credit Card
4020,Flannel Shirt,107,19-04-2023,1.3,Cash
4091,Pajamas,,31-12-2022,1.4,Credit Card
4041,Trench Coat,,03-12-2022,1.3,Credit Card
4102,Jacket,178,27-03-2023,4.6,Credit Card
4082,Hat,51,21-08-2023,3.4,Credit Card
4074,Backpack,55,22-07-2023,3.4,Credit Card
4075,Pants,23,02-04-2023,4.6,Credit Card
4104,Raincoat,89,07-07-2023,3.9,Credit Card
3967,Backpack,124,24-02-2023,4.8,Cash
3980,Camisole,56,30-08-2023,4.4,Credit Card
4030,Sunglasses,,13-11-2022,1.2,Credit Card
4122,Trousers,,19-08-2023,,Credit Card
4073,Overalls,169,08-06-2023,3.9,Cash
4045,Romper,13,16-02-2023,4.2,Credit Card
4033,Blouse,137,10-08-2023,2.7,Credit Card
4057,Sneakers,11,29-11-2022,1.2,Credit Card
4113,Tunic,136,07-05-2023,3.6,Cash
4001,Wallet,160,03-11-2022,2.1,Cash
4063,Blazer,126,16-05-2023,3.8,Credit Card
4020,Vest,30,03-10-2022,2.3,Credit Card
4002,Jacket,11,23-03-2023,1.4,Credit Card
4115,Backpack,150,08-10-2022,3.3,Cash
4067,Onesie,170,23-12-2022,3.6,Credit Card
4074,Pajamas,63,25-12-2022,1.7,Cash
4055,Onesie,,10-11-2022,4.5,Cash
4003,Loafers,,21-06-2023,3.8,Credit Card
4102,Wallet,19,07-09-2023,3.4,Credit Card
3981,Hat,,19-11-2022,2,Cash
4057,Sunglasses,,27-04-2023,3.4,Credit Card
3968,Romper,164,18-07-2023,,Cash
4018,Trench Coat,32,11-07-2023,2.2,Credit Card
3997,Jumpsuit,,07-11-2022,,Cash
4027,Wallet,55,28-08-2023,,Credit Card
